Gene_id	Description
ofav97606	Protein MON2 homolog OS=Mus musculus GN=Mon2 PE=1 SV=2 E(blastx)=5e-41
ofav71571	Tyrosine-protein kinase isoform SRK4 OS=Spongilla lacustris GN=SRK1 PE=2 SV=1 E(blastx)=2e-38
ofav39002	tRNA selenocysteine 1-associated protein 1 OS=Homo sapiens GN=TRNAU1AP PE=1 SV=1 E(blastx)=1e-71
ofav104831	Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1 E(blastx)=1e-35
ofav37092	WD repeat and FYVE domain-containing protein 3 OS=Mus musculus GN=Wdfy3 PE=1 SV=1 E(blastx)=4e-44
ofav94025	Beta-arrestin-2 OS=Pongo abelii GN=ARRB2 PE=2 SV=1 E(blastx)=7e-40
ofav11881	Acyl-protein thioesterase 2 OS=Mus musculus GN=Lypla2 PE=1 SV=1 E(blastx)=2e-168
ofav31548	Calcium-activated potassium channel subunit beta-4 OS=Mus musculus GN=Kcnmb4 PE=1 SV=1 E(blastx)=1e-08
ofav80482	Leucine-rich repeat-containing protein 23 OS=Xenopus tropicalis GN=lrrc23 PE=2 SV=1 E(blastx)=1e-33
ofav143426	Glycoprotein endo-alpha-1,2-mannosidase-like protein OS=Mus musculus GN=Maneal PE=2 SV=1 E(blastx)=1e-51
ofav120646	Small lysine-rich protein 1 OS=Homo sapiens GN=SMKR1 PE=4 SV=1 E(blastx)=2e-05
ofav18940	Pre-B-cell leukemia transcription factor 2 OS=Mus musculus GN=Pbx2 PE=1 SV=1 E(blastx)=4e-172
ofav43185	Small cysteine-rich protein 5 OS=Orbicella faveolata PE=3 SV=1 E(blastx)=2e-41
ofav112009	C2 domain-containing protein 3 OS=Mus musculus GN=C2cd3 PE=1 SV=3 E(blastx)=2e-08
ofav36167	Signal recognition particle receptor subunit alpha OS=Mus musculus GN=Srpra PE=1 SV=1 E(blastx)=5e-33
ofav51106	Protein strawberry notch homolog 1 OS=Gallus gallus GN=SBNO1 PE=2 SV=1 E(blastx)=8e-48
ofav8105	Growth hormone-regulated TBC protein 1 OS=Xenopus tropicalis GN=grtp1 PE=2 SV=1 E(blastx)=2e-79
ofav16611	Zinc finger protein AEBP2 OS=Danio rerio GN=aebp2 PE=2 SV=2 E(blastx)=5e-21
ofav28346	Cyclin-D-binding Myb-like transcription factor 1 OS=Homo sapiens GN=DMTF1 PE=1 SV=1 E(blastx)=2e-17
ofav84922	Coiled-coil and C2 domain-containing protein 2A OS=Homo sapiens GN=CC2D2A PE=1 SV=3 E(blastx)=8e-16
ofav95130	Nucleolar protein 10 OS=Xenopus laevis GN=nol10 PE=2 SV=1 E(blastx)=6e-28
ofav148354	Helicase POLQ-like OS=Mus musculus GN=Helq PE=1 SV=2 E(blastx)=8e-25
ofav75716	Receptor-type tyrosine-protein phosphatase N2 OS=Mus musculus GN=Ptprn2 PE=1 SV=2 E(blastx)=3e-17
ofav73758	SAGA-associated factor 29 OS=Mus musculus GN=Sgf29 PE=2 SV=1 E(blastx)=3e-18
ofav139759	Beclin-1 OS=Rattus norvegicus GN=Becn1 PE=1 SV=1 E(blastx)=1e-12
ofav74148	Serine/threonine-protein kinase 40 OS=Bos taurus GN=STK40 PE=2 SV=1 E(blastx)=1e-31
ofav89511	MAGUK p55 subfamily member 5 OS=Mus musculus GN=Mpp5 PE=1 SV=1 E(blastx)=8e-173
ofav26532	Nuclear pore complex protein Nup133 OS=Homo sapiens GN=NUP133 PE=1 SV=2 E(blastx)=9e-125
ofav45115	Ferrochelatase, mitochondrial OS=Bos taurus GN=FECH PE=1 SV=3 E(blastx)=2e-180
ofav11170	Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens GN=PRPSAP1 PE=1 SV=2 E(blastx)=8e-99
ofav107537	UPF0415 protein C7orf25 homolog OS=Danio rerio GN=zgc:55781 PE=2 SV=1 E(blastx)=2e-12
ofav42923	CD151 antigen OS=Rattus norvegicus GN=Cd151 PE=1 SV=2 E(blastx)=3e-32
ofav19077	Gamma-glutamyl hydrolase OS=Mus musculus GN=Ggh PE=1 SV=2 E(blastx)=7e-67
ofav70338	Lysine-specific demethylase 4A OS=Mus musculus GN=Kdm4a PE=1 SV=3 E(blastx)=3e-179
ofav18762	Probable cation-transporting ATPase W08D2.5 OS=Caenorhabditis elegans GN=W08D2.5 PE=3 SV=2 E(blastx)=1e-23
ofav43216	Transcription factor RFX4 OS=Homo sapiens GN=RFX4 PE=1 SV=2 E(blastx)=6e-98
ofav85679	Cyclin-dependent kinase 12 OS=Drosophila melanogaster GN=Cdk12 PE=1 SV=1 E(blastx)=4e-51
ofav106654	Aminomethyltransferase, mitochondrial OS=Gallus gallus GN=AMT PE=1 SV=2 E(blastx)=1e-35
ofav34871	Protein strawberry notch homolog 1 OS=Rattus norvegicus GN=Sbno1 PE=1 SV=2 E(blastx)=2e-117
ofav61097	Xylosyltransferase 2 OS=Mus musculus GN=Xylt2 PE=2 SV=3 E(blastx)=7e-49
ofav39720	Amyloid beta A4 precursor protein-binding family B member 2 OS=Homo sapiens GN=APBB2 PE=1 SV=3 E(blastx)=4e-60
ofav96206	GTPase-activating Rap/Ran-GAP domain-like protein 3 OS=Mus musculus GN=Garnl3 PE=1 SV=1 E(blastx)=4e-86
ofav114074	Clathrin heavy chain 1 OS=Rattus norvegicus GN=Cltc PE=1 SV=3 E(blastx)=3e-45
ofav156143	Protein unc-79 homolog OS=Homo sapiens GN=UNC79 PE=2 SV=4 E(blastx)=3e-07
ofav18065	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Pongo pygmaeus GN=NDUFB3 PE=3 SV=3 E(blastx)=9e-06
ofav65379	Guanine nucleotide-binding protein G(olf) subunit alpha OS=Mus musculus GN=Gnal PE=1 SV=1 E(blastx)=8e-44
ofav42785	Tropomyosin alpha-4 chain OS=Mus musculus GN=Tpm4 PE=1 SV=3 E(blastx)=2e-14
ofav103830	BRCA1-associated protein OS=Mus musculus GN=Brap PE=1 SV=1 E(blastx)=8e-08
ofav84734	Coiled-coil domain-containing protein 6 OS=Mus musculus GN=Ccdc6 PE=1 SV=1 E(blastx)=1e-143
ofav74710	Oxidative stress-responsive serine-rich protein 1 OS=Rattus norvegicus GN=Oser1 PE=1 SV=1 E(blastx)=2e-48
ofav72999	B9 domain-containing protein 2 OS=Xenopus laevis GN=b9d2 PE=2 SV=1 E(blastx)=8e-33
ofav56736	Transcription initiation factor TFIID subunit 1 OS=Mus musculus GN=Taf1 PE=1 SV=2 E(blastx)=2e-70
ofav36562	Golgi apparatus membrane protein TVP23 homolog B OS=Bos taurus GN=TVP23B PE=2 SV=1 E(blastx)=7e-70
ofav133082	Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=3e-12
ofav45271	Niemann-Pick C1 protein OS=Sus scrofa GN=NPC1 PE=2 SV=1 E(blastx)=5e-48
ofav74704	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A OS=Mus musculus GN=Pde9a PE=1 SV=1 E(blastx)=2e-26
ofav121268	Beta-glucosidase 7 OS=Oryza sativa subsp. japonica GN=BGLU7 PE=1 SV=1 E(blastx)=7e-26
ofav29866	Oligosaccharyltransferase complex subunit OSTC OS=Rattus norvegicus GN=Ostc PE=2 SV=1 E(blastx)=1e-101
ofav32497	Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4 PE=1 SV=1 E(blastx)=5e-57
ofav31249	F-box only protein 8 OS=Mus musculus GN=Fbxo8 PE=2 SV=2 E(blastx)=4e-91
ofav92666	Mitogen-activated protein kinase kinase kinase kinase 5 OS=Mus musculus GN=Map4k5 PE=1 SV=2 E(blastx)=1e-37
ofav158815	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase OS=Bos taurus GN=NAGPA PE=1 SV=2 E(blastx)=9e-26
ofav28833	Techylectin-5B OS=Tachypleus tridentatus PE=1 SV=1 E(blastx)=4e-29
ofav51173	Putative glycerol kinase 5 OS=Xenopus laevis GN=gk5 PE=2 SV=1 E(blastx)=2e-78
ofav19214	NADP-dependent malic enzyme OS=Dictyostelium discoideum GN=malA PE=2 SV=1 E(blastx)=2e-37
ofav60911	Transcription factor COE3 OS=Xenopus laevis GN=coe3 PE=2 SV=2 E(blastx)=4e-05
ofav114866	Transcription elongation factor 1 homolog OS=Mus musculus GN=Elof1 PE=1 SV=1 E(blastx)=2e-30
ofav29043	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Bos taurus GN=UCHL3 PE=2 SV=1 E(blastx)=1e-66
ofav46482	Ubiquitin-60S ribosomal protein L40 OS=Tetrahymena thermophila (strain SB210) GN=RPL40 PE=1 SV=1 E(blastx)=1e-14
ofav140840	Kinesin-like protein KIF27 OS=Rattus norvegicus GN=Kif27 PE=1 SV=1 E(blastx)=1e-06
ofav71735	Gamma-tubulin complex component 2 OS=Mus musculus GN=Tubgcp2 PE=1 SV=2 E(blastx)=4e-18
ofav142690	Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=1 SV=2 E(blastx)=2e-42
ofav46053	Calretinin OS=Bos taurus GN=CALB2 PE=2 SV=1 E(blastx)=8e-61
ofav16196	Agrin OS=Mus musculus GN=Agrn PE=1 SV=1 E(blastx)=9e-05
ofav51440	Elongator complex protein 3 OS=Xenopus laevis GN=elp3 PE=2 SV=1 E(blastx)=1e-72
ofav64527	Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=1e-18
ofav77026	Histamine H2 receptor OS=Pongo pygmaeus GN=HRH2 PE=3 SV=1 E(blastx)=2e-09
ofav2391	Prolyl 4-hydroxylase subunit alpha-2 OS=Mus musculus GN=P4ha2 PE=1 SV=1 E(blastx)=4e-20
ofav12123	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1 E(blastx)=3e-180
ofav43886	Transcription factor NF-E2 45 kDa subunit OS=Rattus norvegicus GN=Nfe2 PE=2 SV=1 E(blastx)=6e-18
ofav69094	Copine-4 OS=Mus musculus GN=Cpne4 PE=1 SV=1 E(blastx)=3e-99
ofav78074	Chromodomain-helicase-DNA-binding protein 7 OS=Gallus gallus GN=CHD7 PE=2 SV=1 E(blastx)=1e-36
ofav65032	Splicing factor 3A subunit 3 OS=Mus musculus GN=Sf3a3 PE=1 SV=2 E(blastx)=4e-78
ofav46351	Myocyte-specific enhancer factor 2C OS=Sus scrofa GN=MEF2C PE=2 SV=1 E(blastx)=1e-63
ofav68444	Ubiquitin carboxyl-terminal hydrolase 16 OS=Mus musculus GN=Usp16 PE=1 SV=2 E(blastx)=2e-45
ofav47879	40S ribosomal protein S28 OS=Ictalurus punctatus GN=rps28 PE=3 SV=1 E(blastx)=2e-20
ofav135627	40S ribosomal protein S21 OS=Drosophila willistoni GN=RpS21 PE=3 SV=1 E(blastx)=4e-31
ofav40019	Tyrosine kinase receptor Cad96Ca OS=Drosophila melanogaster GN=Cad96Ca PE=2 SV=2 E(blastx)=2e-35
ofav49570	V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2 E(blastx)=3e-30
ofav120542	Protein NATD1 OS=Mus musculus GN=Natd1 PE=1 SV=1 E(blastx)=7e-13
ofav47733	Terminal uridylyltransferase 7 OS=Homo sapiens GN=ZCCHC6 PE=1 SV=1 E(blastx)=4e-174
ofav66298	Mediator of RNA polymerase II transcription subunit 16 OS=Mus musculus GN=Med16 PE=2 SV=2 E(blastx)=2e-14
ofav84063	Epithelial discoidin domain-containing receptor 1 OS=Mus musculus GN=Ddr1 PE=2 SV=2 E(blastx)=2e-138
ofav120229	Lysosomal-trafficking regulator OS=Bos taurus GN=LYST PE=1 SV=1 E(blastx)=4e-25
ofav52131	Dynein heavy chain 3, axonemal OS=Homo sapiens GN=DNAH3 PE=2 SV=1 E(blastx)=5e-28
ofav21636	Protein FAM228B OS=Mus musculus GN=Fam228b PE=2 SV=1 E(blastx)=4e-13
ofav46184	Niemann-Pick C1 protein OS=Sus scrofa GN=NPC1 PE=2 SV=1 E(blastx)=8e-80
ofav44039	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Bos taurus GN=NDUFA5 PE=1 SV=3 E(blastx)=3e-38
ofav136020	Acylphosphatase-2 OS=Rattus norvegicus GN=Acyp2 PE=1 SV=2 E(blastx)=2e-20
ofav20358	Transmembrane protein 135 OS=Bos taurus GN=TMEM135 PE=2 SV=1 E(blastx)=3e-61
ofav102141	Glutathione peroxidase 3 OS=Mus musculus GN=Gpx3 PE=1 SV=2 E(blastx)=2e-44
ofav8955	Cysteine-rich PDZ-binding protein OS=Rattus norvegicus GN=Cript PE=1 SV=1 E(blastx)=1e-46
ofav39746	Cubilin OS=Canis lupus familiaris GN=CUBN PE=1 SV=1 E(blastx)=4e-26
ofav93483	Neurogenic locus notch homolog protein 1 OS=Mus musculus GN=Notch1 PE=1 SV=3 E(blastx)=8e-12
ofav112042	ATPase family AAA domain-containing protein 3 OS=Bos taurus GN=ATAD3 PE=2 SV=1 E(blastx)=3e-29
ofav22087	Receptor-type tyrosine-protein phosphatase epsilon OS=Homo sapiens GN=PTPRE PE=1 SV=1 E(blastx)=4e-18
ofav59617	TBC domain-containing protein C1952.17c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC1952.17c PE=4 SV=4 E(blastx)=2e-51
ofav73128	cAMP-dependent protein kinase type II-beta regulatory subunit OS=Mus musculus GN=Prkar2b PE=1 SV=3 E(blastx)=6e-164
ofav146726	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Pongo abelii GN=NAPEPLD PE=2 SV=1 E(blastx)=9e-21
ofav46337	Dipeptidyl peptidase 2 OS=Rattus norvegicus GN=Dpp7 PE=1 SV=1 E(blastx)=3e-152
ofav105547	E3 ubiquitin-protein ligase makorin OS=Oryza sativa subsp. japonica GN=MKRN PE=2 SV=1 E(blastx)=4e-08
ofav44505	Ephrin-B1 OS=Rattus norvegicus GN=Efnb1 PE=1 SV=1 E(blastx)=2e-11
ofav35596	Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1 E(blastx)=4e-37
ofav75926	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Mus musculus GN=Prkra PE=1 SV=1 E(blastx)=1e-139
ofav147608	Erbin OS=Homo sapiens GN=ERBIN PE=1 SV=2 E(blastx)=5e-29
ofav48202	Supervillin OS=Bos taurus GN=SVIL PE=1 SV=2 E(blastx)=5e-29
ofav24462	60S acidic ribosomal protein P0 OS=Bos taurus GN=RPLP0 PE=2 SV=3 E(blastx)=1e-137
ofav11844	Eye-specific diacylglycerol kinase OS=Drosophila melanogaster GN=rdgA PE=2 SV=2 E(blastx)=8e-27
ofav13682	Leukocyte receptor cluster member 8 OS=Homo sapiens GN=LENG8 PE=1 SV=2 E(blastx)=2e-33
ofav103613	Zinc finger protein with KRAB and SCAN domains 7 OS=Homo sapiens GN=ZKSCAN7 PE=1 SV=2 E(blastx)=4e-51
ofav56188	Alanine--tRNA ligase, cytoplasmic OS=Mesocricetus auratus GN=Aars PE=2 SV=1 E(blastx)=3e-68
ofav142035	Beta-hexosaminidase subunit alpha OS=Bos taurus GN=HEXA PE=2 SV=1 E(blastx)=7e-41
ofav90300	Tyrosine-protein phosphatase non-receptor type 4 OS=Mus musculus GN=Ptpn4 PE=1 SV=2 E(blastx)=4e-58
ofav7365	tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens GN=TRMT2A PE=1 SV=2 E(blastx)=4e-43
ofav40918	Chymotrypsin-C OS=Mus musculus GN=Ctrc PE=1 SV=1 E(blastx)=9e-54
ofav14908	Putative proline--tRNA ligase YHR020W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHR020W PE=1 SV=1 E(blastx)=3e-37
ofav96102	HEAT repeat-containing protein 5B OS=Mus musculus GN=Heatr5b PE=1 SV=3 E(blastx)=3e-45
ofav80070	BEACH domain-containing protein lvsB OS=Dictyostelium discoideum GN=lvsB PE=4 SV=1 E(blastx)=9e-42
ofav38254	97 kDa heat shock protein OS=Strongylocentrotus franciscanus GN=HSP110 PE=2 SV=1 E(blastx)=3e-101
ofav144815	Intraflagellar transport protein 172 homolog OS=Mus musculus GN=Ift172 PE=1 SV=1 E(blastx)=6e-93
ofav141513	Protein arginine N-methyltransferase 8 OS=Mus musculus GN=Prmt8 PE=1 SV=2 E(blastx)=2e-39
ofav106011	Poly(A)-specific ribonuclease PARN OS=Mus musculus GN=Parn PE=1 SV=1 E(blastx)=2e-98
ofav89713	Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1 E(blastx)=3e-15
ofav53941	Baculoviral IAP repeat-containing protein 6 OS=Mus musculus GN=Birc6 PE=1 SV=2 E(blastx)=1e-06
ofav46347	Beta-sarcoglycan OS=Bos taurus GN=SGCB PE=2 SV=1 E(blastx)=2e-35
ofav51801	Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=1 SV=1 E(blastx)=3e-52
ofav19818	G1/S-specific cyclin-E OS=Hemicentrotus pulcherrimus GN=CYCE PE=2 SV=1 E(blastx)=4e-34
ofav65484	Inhibitor of Bruton tyrosine kinase OS=Mus musculus GN=Ibtk PE=1 SV=3 E(blastx)=1e-34
ofav45950	Kinesin-like protein KIF28P OS=Mus musculus GN=Kif28p PE=3 SV=1 E(blastx)=2e-161
ofav129252	Caseinolytic peptidase B protein homolog OS=Homo sapiens GN=CLPB PE=1 SV=1 E(blastx)=2e-48
ofav42932	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Oryctolagus cuniculus GN=PPP2R5D PE=2 SV=1 E(blastx)=1e-94
ofav32968	Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3 E(blastx)=7e-11
ofav55153	Caveolin-1 OS=Didelphis virginiana GN=CAV1 PE=3 SV=1 E(blastx)=9e-20
ofav41923	Intraflagellar transport protein 57 homolog OS=Bos taurus GN=IFT57 PE=1 SV=1 E(blastx)=8e-142
ofav47296	Charged multivesicular body protein 4b OS=Mus musculus GN=Chmp4b PE=1 SV=2 E(blastx)=4e-97
ofav152712	Potassium voltage-gated channel protein Shaw OS=Drosophila melanogaster GN=Shaw PE=2 SV=1 E(blastx)=2e-32
ofav13866	Amiloride-sensitive amine oxidase [copper-containing] OS=Sus scrofa GN=AOC1 PE=1 SV=3 E(blastx)=2e-38
ofav79450	F-box/LRR-repeat protein 17 OS=Homo sapiens GN=FBXL17 PE=2 SV=3 E(blastx)=2e-12
ofav76625	Netrin-5 OS=Homo sapiens GN=NTN5 PE=2 SV=2 E(blastx)=2e-06
ofav137747	Ankyrin repeat and fibronectin type-III domain-containing protein 1 OS=Homo sapiens GN=ANKFN1 PE=2 SV=2 E(blastx)=1e-17
ofav52382	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Mus musculus GN=Hsd17b10 PE=1 SV=4 E(blastx)=6e-26
ofav11672	E3 ubiquitin-protein ligase RNF13 OS=Pongo abelii GN=RNF13 PE=2 SV=1 E(blastx)=4e-100
ofav87701	Son of sevenless homolog 2 OS=Mus musculus GN=Sos2 PE=1 SV=2 E(blastx)=1e-53
ofav156322	Potassium voltage-gated channel subfamily D member 1 OS=Bos taurus GN=KCND1 PE=2 SV=1 E(blastx)=9e-28
ofav41843	Platelet-activating factor acetylhydrolase IB subunit beta OS=Rattus norvegicus GN=Pafah1b2 PE=1 SV=1 E(blastx)=5e-162
ofav101401	Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus GN=Rab3gap2 PE=1 SV=2 E(blastx)=2e-70
ofav44581	Opsin Rh4 OS=Drosophila pseudoobscura pseudoobscura GN=Rh4 PE=1 SV=2 E(blastx)=3e-11
ofav37510	Protein transport protein Sec61 subunit beta OS=Pongo abelii GN=SEC61B PE=3 SV=3 E(blastx)=4e-17
ofav36132	Sperm-tail PG-rich repeat-containing protein 2 OS=Danio rerio GN=stpg2 PE=2 SV=1 E(blastx)=5e-21
ofav67944	Spectrin beta chain, non-erythrocytic 4 OS=Homo sapiens GN=SPTBN4 PE=1 SV=2 E(blastx)=7e-167
ofav98541	Glycerol kinase OS=Mus musculus GN=Gk PE=1 SV=2 E(blastx)=1e-94
ofav48164	Intraflagellar transport protein 172 homolog OS=Danio rerio GN=ift172 PE=2 SV=1 E(blastx)=8e-31
ofav11680	TM2 domain-containing protein CG11103 OS=Drosophila melanogaster GN=CG11103 PE=2 SV=3 E(blastx)=5e-54
ofav37847	Quinone oxidoreductase-like protein 1 OS=Bos taurus GN=CRYZL1 PE=2 SV=1 E(blastx)=8e-81
ofav33756	Universal stress protein YxiE OS=Bacillus subtilis (strain 168) GN=yxiE PE=3 SV=1 E(blastx)=3e-13
ofav110187	Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1 E(blastx)=3e-48
ofav138780	Diacylglycerol kinase eta OS=Mesocricetus auratus GN=DGKH PE=2 SV=1 E(blastx)=4e-78
ofav132611	Echinoderm microtubule-associated protein-like 5 OS=Mus musculus GN=Eml5 PE=2 SV=2 E(blastx)=1e-45
ofav41347	Copper transport protein ATOX1 OS=Ovis aries GN=ATOX1 PE=3 SV=1 E(blastx)=5e-17
ofav37280	Cysteine--tRNA ligase, cytoplasmic OS=Gallus gallus GN=CARS PE=2 SV=1 E(blastx)=4e-87
ofav14417	Peptidyl-prolyl cis-trans isomerase-like 4 OS=Mus musculus GN=Ppil4 PE=1 SV=2 E(blastx)=2e-20
ofav11742	Dystrophin OS=Gallus gallus GN=DMD PE=2 SV=1 E(blastx)=9e-07
ofav19461	Obg-like ATPase 1 OS=Danio rerio GN=ola1 PE=2 SV=1 E(blastx)=3e-132
ofav46527	Fibroblast growth factor receptor 3 OS=Homo sapiens GN=FGFR3 PE=1 SV=1 E(blastx)=3e-70
ofav46773	Protein argonaute-2 OS=Rattus norvegicus GN=Ago2 PE=2 SV=2 E(blastx)=2e-128
ofav16601	Dynein beta chain, ciliary OS=Tripneustes gratilla PE=1 SV=1 E(blastx)=1e-12
ofav46516	Cytochrome P450 3A4 OS=Homo sapiens GN=CYP3A4 PE=1 SV=4 E(blastx)=4e-100
ofav45797	Collagen alpha-2(I) chain OS=Oncorhynchus mykiss GN=col1a2 PE=2 SV=2 E(blastx)=1e-47
ofav114373	Carboxypeptidase D OS=Mus musculus GN=Cpd PE=1 SV=2 E(blastx)=4e-76
ofav41030	Xaa-Pro dipeptidase OS=Dictyostelium discoideum GN=pepd PE=1 SV=1 E(blastx)=3e-165
ofav38656	Microtubule-associated proteins 1A/1B light chain 3A OS=Bos taurus GN=MAP1LC3A PE=2 SV=1 E(blastx)=2e-44
ofav79833	Ral GTPase-activating protein subunit beta OS=Homo sapiens GN=RALGAPB PE=1 SV=1 E(blastx)=2e-20
ofav43922	Phospholipid scramblase 2 OS=Bos taurus GN=PLSCR2 PE=2 SV=1 E(blastx)=5e-105
ofav36745	Noelin OS=Mus musculus GN=Olfm1 PE=1 SV=1 E(blastx)=3e-17
ofav65426	Protein FAM92A1 OS=Danio rerio GN=fam92a1 PE=2 SV=1 E(blastx)=3e-34
ofav70363	Macrophage colony-stimulating factor 1 receptor OS=Mus musculus GN=Csf1r PE=1 SV=3 E(blastx)=1e-53
ofav12188	Deleted in malignant brain tumors 1 protein OS=Oryctolagus cuniculus GN=Dmbt1 PE=1 SV=2 E(blastx)=1e-19
ofav72396	Myosin-IIIa OS=Homo sapiens GN=MYO3A PE=2 SV=2 E(blastx)=3e-16
ofav67938	Mediator of RNA polymerase II transcription subunit 11 OS=Aedes aegypti GN=MED11 PE=3 SV=1 E(blastx)=1e-17
ofav23726	b(0,+)-type amino acid transporter 1 OS=Oryctolagus cuniculus GN=SLC7A9 PE=1 SV=1 E(blastx)=2e-39
ofav114847	GTP cyclohydrolase 1 OS=Gallus gallus GN=GCH1 PE=2 SV=1 E(blastx)=2e-38
ofav53996	YEATS domain-containing protein 4 OS=Mus musculus GN=Yeats4 PE=2 SV=1 E(blastx)=4e-144
ofav78351	Matrix metalloproteinase-25 OS=Mus musculus GN=Mmp25 PE=2 SV=1 E(blastx)=1e-23
ofav75163	Serine/threonine-protein kinase 19 OS=Mus musculus GN=Stk19 PE=2 SV=2 E(blastx)=1e-24
ofav9430	Intraflagellar transport protein 140 homolog OS=Homo sapiens GN=IFT140 PE=1 SV=1 E(blastx)=1e-61
ofav85174	WD repeat-containing protein 90 OS=Xenopus tropicalis GN=wdr90 PE=2 SV=1 E(blastx)=2e-08
ofav22997	Major facilitator superfamily domain-containing protein 4A OS=Danio rerio GN=mfsd4a PE=2 SV=1 E(blastx)=2e-09
ofav94831	CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2 E(blastx)=2e-15
ofav33916	Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3 E(blastx)=8e-12
ofav34048	Unconventional myosin-VI OS=Gallus gallus GN=MYO6 PE=1 SV=1 E(blastx)=2e-68
ofav36372	E3 UFM1-protein ligase 1 homolog OS=Nematostella vectensis GN=v1g184952 PE=3 SV=1 E(blastx)=3e-20
ofav60388	Tolloid-like protein 1 OS=Xenopus laevis GN=tll1 PE=1 SV=1 E(blastx)=4e-180
ofav28582	G-protein coupled receptor 98 OS=Mus musculus GN=Gpr98 PE=2 SV=1 E(blastx)=9e-08
ofav4947	Thioredoxin, mitochondrial OS=Bos taurus GN=TXN2 PE=1 SV=2 E(blastx)=2e-35
ofav39027	Carboxypeptidase Q OS=Pongo abelii GN=CPQ PE=2 SV=1 E(blastx)=2e-176
ofav5747	Protein mothers against dpp OS=Drosophila melanogaster GN=Mad PE=1 SV=1 E(blastx)=4e-46
ofav24131	Leucine-rich repeat serine/threonine-protein kinase 1 OS=Homo sapiens GN=LRRK1 PE=1 SV=3 E(blastx)=4e-34
ofav40512	Zinc finger protein SNAI2 OS=Xenopus laevis GN=snai2 PE=1 SV=1 E(blastx)=8e-72
ofav43289	Phospholipid phosphatase 4 OS=Mus musculus GN=Plpp4 PE=2 SV=1 E(blastx)=5e-69
ofav140759	EF-hand calcium-binding domain-containing protein 2 OS=Mus musculus GN=Efcab2 PE=1 SV=1 E(blastx)=1e-32
ofav49257	Plasma membrane calcium-transporting ATPase 2 (Fragment) OS=Oreochromis mossambicus GN=atp2b2 PE=2 SV=1 E(blastx)=6e-06
ofav27606	Crescerin-1 OS=Mus musculus GN=Fam179b PE=1 SV=3 E(blastx)=1e-59
ofav114280	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Mus musculus GN=Agps PE=1 SV=1 E(blastx)=5e-14
ofav36403	Monocarboxylate transporter 10 OS=Rattus norvegicus GN=Slc16a10 PE=1 SV=1 E(blastx)=7e-14
ofav71074	Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus GN=Slc25a25 PE=1 SV=1 E(blastx)=7e-21
ofav32378	Mediator of RNA polymerase II transcription subunit 23 OS=Homo sapiens GN=MED23 PE=1 SV=2 E(blastx)=4e-170
ofav66734	WD repeat-containing protein 5 OS=Rattus norvegicus GN=Wdr5 PE=1 SV=1 E(blastx)=3e-34
ofav17783	Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2 E(blastx)=3e-54
ofav58451	Voltage-dependent N-type calcium channel subunit alpha-1B OS=Mus musculus GN=Cacna1b PE=1 SV=1 E(blastx)=1e-95
ofav44718	Pleckstrin homology domain-containing family G member 5 OS=Mus musculus GN=Plekhg5 PE=1 SV=1 E(blastx)=3e-49
ofav132605	Voltage-dependent L-type calcium channel subunit alpha-1C OS=Mus musculus GN=Cacna1c PE=1 SV=1 E(blastx)=6e-88
